Date/heure;O3;NO2;SO2;CO;PM10
15.04.2011;104.6;33.3;1.9;0.31;25.5
16.04.2011;114.1;24.2;1.7;0.27;19.4
17.04.2011;126.2;18.7;2.0;0.28;19.2
18.04.2011;137.4;32.2;3.8;0.36;26.1
19.04.2011;146.8;34.8;3.6;0.39;28.9
20.04.2011;154.9;40.4;3.7;0.41;32.3
21.04.2011;148.9;39.4;3.7;0.42;33.3
22.04.2011;154.5;34.7;3.5;0.36;29.8
23.04.2011;103.1;31.1;2.2;0.33;33.9
24.04.2011;133.0;18.6;1.9;0.31;20.5
25.04.2011;127.0;17.7;1.6;0.29;23.2
26.04.2011;137.4;25.3;1.4;0.32;23.6
27.04.2011;121.9;23.2;1.0;0.28;15.8
28.04.2011;94.4;30.9;1.4;0.32;14.8
29.04.2011;81.1;29.6;1.6;0.33;15.6
30.04.2011;100.6;19.3;1.4;0.27;9.9
01.05.2011;117.9;18.1;1.7;0.29;12.9
02.05.2011;119.6;28.3;1.9;0.36;16.0
03.05.2011;117.0;20.3;0.9;0.27;10.0
04.05.2011;114.2;25.1;1.3;0.30;11.1
05.05.2011;125.1;25.4;1.9;0.31;15.8
06.05.2011;138.8;27.0;1.7;0.31;24.0
07.05.2011;154.2;20.9;1.8;0.32;20.3
08.05.2011;159.2;15.6;1.5;0.29;19.5
09.05.2011;116.5;17.1;1.3;0.26;17.5
10.05.2011;159.4;25.9;2.1;0.34;23.1
11.05.2011;177.6;26.8;2.0;0.36;24.1
12.05.2011;127.3;30.1;1.3;0.34;18.4
13.05.2011;170.5;20.0;1.4;0.29;16.7
14.05.2011;125.5;15.7;0.7;0.23;11.0
15.05.2011;101.4;4.3;0.4;0.18;4.6
16.05.2011;91.5;18.1;1.4;0.25;4.6
17.05.2011;103.0;25.1;1.9;0.29;10.3
18.05.2011;114.4;26.0;1.5;0.29;13.5
19.05.2011;;24.4;1.5;0.30;18.0
20.05.2011;146.2;24.4;1.7;0.29;19.8
21.05.2011;162.6;15.8;1.2;0.25;16.6
22.05.2011;153.2;13.6;0.9;0.23;13.7
23.05.2011;167.8;22.1;1.6;0.28;14.0
24.05.2011;180.7;22.9;2.0;0.29;19.5
25.05.2011;179.5;22.7;1.2;0.28;18.2
26.05.2011;165.9;23.1;1.2;0.26;20.7
27.05.2011;112.6;22.4;0.6;0.24;8.3
28.05.2011;133.6;10.2;0.6;0.19;5.8
29.05.2011;141.3;12.3;1.1;0.22;9.3
30.05.2011;171.0;21.0;1.2;0.26;14.5
31.05.2011;94.3;38.3;1.3;0.30;19.8
01.06.2011;66.9;30.5;1.0;0.28;8.8
02.06.2011;106.9;14.6;1.2;0.24;13.3
03.06.2011;92.8;18.7;0.9;0.24;13.5
04.06.2011;82.3;20.1;0.9;0.24;9.9
05.06.2011;87.8;12.6;0.8;0.20;9.7
06.06.2011;111.3;22.0;0.8;0.23;9.2
07.06.2011;70.9;27.9;1.0;0.26;11.0
08.06.2011;79.2;22.9;0.7;0.24;7.8
09.06.2011;87.7;17.8;0.8;0.28;9.3
10.06.2011;113.3;16.9;0.9;0.23;12.2
11.06.2011;99.8;15.7;0.8;0.23;12.0
12.06.2011;118.4;8.6;0.7;0.20;9.4
13.06.2011;116.9;13.0;0.6;0.22;12.1
14.06.2011;135.4;20.6;1.2;0.26;15.0
15.06.2011;164.8;23.7;1.1;0.29;21.5
16.06.2011;114.3;31.8;0.9;0.30;18.4
17.06.2011;75.5;26.0;0.8;0.26;16.3
18.06.2011;63.0;24.0;0.9;0.27;16.8
19.06.2011;97.8;7.9;0.6;0.16;4.8
20.06.2011;148.5;16.3;1.1;0.22;12.6
21.06.2011;169.9;21.4;1.6;0.27;21.2
22.06.2011;139.7;27.3;1.1;0.30;24.9
23.06.2011;90.8;13.3;0.7;0.20;9.0
24.06.2011;105.9;14.0;0.7;0.20;7.8
25.06.2011;128.6;11.4;0.8;0.19;8.5
26.06.2011;168.5;11.0;1.2;0.21;13.1
27.06.2011;;18.2;1.1;0.31;20.9
28.06.2011;;21.5;1.2;0.34;34.9
29.06.2011;197.1;15.2;0.9;0.26;25.6
30.06.2011;93.7;14.2;0.6;0.20;9.6
01.07.2011;120.5;11.3;0.5;0.17;8.8
02.07.2011;143.3;11.3;0.8;0.19;9.4
03.07.2011;146.4;10.4;1.0;0.19;11.5
04.07.2011;169.1;17.9;1.1;0.24;18.4
05.07.2011;183.2;17.2;0.9;0.24;21.8
06.07.2011;169.1;16.9;1.1;0.24;19.5
07.07.2011;103.4;33.2;0.7;0.29;14.1
08.07.2011;72.1;33.0;0.8;0.30;18.7
09.07.2011;146.3;17.4;0.8;0.27;19.8
10.07.2011;119.1;13.3;0.7;0.23;17.4
11.07.2011;159.1;16.4;0.7;0.24;14.2
12.07.2011;188.4;22.8;1.0;0.30;24.5
13.07.2011;84.8;29.2;0.6;0.28;19.8
14.07.2011;100.0;17.2;0.6;0.21;12.4
15.07.2011;116.6;15.3;0.6;0.21;8.9
16.07.2011;109.9;16.2;0.7;0.21;13.5
17.07.2011;93.9;15.8;0.5;0.21;15.4
18.07.2011;97.8;18.2;0.6;0.23;9.8
19.07.2011;80.2;30.9;0.8;0.26;10.9
20.07.2011;81.7;13.8;0.7;0.22;4.5
21.07.2011;113.2;18.0;0.8;0.22;5.8
22.07.2011;116.2;18.5;0.8;0.21;6.5
23.07.2011;112.9;11.8;0.6;0.18;6.5
24.07.2011;93.5;5.4;0.5;0.14;3.6
25.07.2011;126.9;13.7;0.8;0.18;6.4
26.07.2011;118.7;19.2;1.0;0.23;10.8
27.07.2011;101.6;28.4;1.0;0.29;12.7
28.07.2011;129.7;18.5;0.9;0.26;10.4
29.07.2011;129.2;18.7;0.7;0.25;8.0
30.07.2011;150.6;14.0;0.8;0.23;8.4
31.07.2011;146.1;11.1;1.1;0.22;12.2
01.08.2011;164.1;11.8;1.0;0.24;18.1
02.08.2011;162.2;18.2;1.1;0.29;22.0
03.08.2011;168.3;17.1;0.9;0.26;18.5
04.08.2011;148.9;15.3;0.7;0.25;13.3
05.08.2011;101.8;22.3;0.6;0.28;15.5
06.08.2011;119.2;13.6;0.5;0.22;10.7
07.08.2011;85.0;10.6;0.4;0.19;17.7
08.08.2011;106.2;12.5;0.5;0.26;13.9
