Date/heure;O3;NO2;CO;PM10
03.04.2000;49.0;64.2;1.25;
04.04.2000;76.4;48.9;0.99;
05.04.2000;64.5;39.4;0.69;
06.04.2000;40.9;44.9;0.98;
07.04.2000;53.5;63.4;1.01;
08.04.2000;78.8;57.1;1.17;
09.04.2000;68.9;50.3;0.95;
10.04.2000;74.1;;1.04;
11.04.2000;41.8;61.6;1.02;
12.04.2000;90.2;48.6;0.69;
13.04.2000;75.6;54.5;1.04;
14.04.2000;67.7;58.8;1.23;
15.04.2000;80.7;44.1;0.80;
16.04.2000;66.0;46.2;0.90;
17.04.2000;43.6;61.5;1.05;
18.04.2000;33.6;68.6;1.61;
19.04.2000;69.2;52.7;1.19;
20.04.2000;98.7;59.2;1.23;
21.04.2000;97.4;48.4;0.90;
22.04.2000;116.8;52.4;0.84;
23.04.2000;80.5;39.2;0.59;
24.04.2000;69.6;41.5;0.84;
25.04.2000;65.3;57.5;1.22;
26.04.2000;78.6;67.3;1.30;
27.04.2000;29.1;69.7;1.39;
28.04.2000;67.0;48.4;0.87;
29.04.2000;59.7;36.5;0.74;
30.04.2000;67.9;43.5;0.88;
01.05.2000;77.8;52.5;0.93;
02.05.2000;72.3;61.9;1.10;
03.05.2000;48.4;64.2;1.14;
04.05.2000;94.9;53.1;0.93;
05.05.2000;68.3;66.7;1.23;
06.05.2000;60.6;54.0;0.99;
07.05.2000;84.7;43.2;0.81;
08.05.2000;55.0;51.4;0.76;
09.05.2000;69.0;56.9;0.85;
10.05.2000;79.0;64.4;0.87;
11.05.2000;78.9;56.9;0.84;
12.05.2000;81.9;62.9;1.10;
13.05.2000;53.6;47.6;1.00;
14.05.2000;76.9;51.1;0.82;
15.05.2000;103.8;55.2;0.81;
16.05.2000;107.2;60.6;0.83;
17.05.2000;117.4;54.4;0.66;
18.05.2000;68.5;43.9;0.54;
19.05.2000;89.1;41.2;0.56;
20.05.2000;113.0;35.7;0.52;
21.05.2000;111.2;29.2;0.51;
22.05.2000;95.6;33.1;0.41;
23.05.2000;90.1;61.7;0.86;
24.05.2000;109.0;52.3;0.77;
25.05.2000;71.6;55.4;0.80;
26.05.2000;67.5;52.3;0.79;
27.05.2000;80.4;48.0;0.83;
28.05.2000;66.5;34.7;0.69;
29.05.2000;79.3;44.0;0.60;
30.05.2000;56.8;50.4;0.96;
31.05.2000;34.7;43.7;0.75;
01.06.2000;104.8;37.2;0.76;
02.06.2000;109.4;56.0;0.90;
03.06.2000;112.5;50.6;0.80;
04.06.2000;113.8;47.6;0.67;
05.06.2000;94.8;54.4;0.85;
06.06.2000;29.9;52.9;1.00;
07.06.2000;70.0;55.2;0.76;
08.06.2000;85.6;61.9;0.78;
09.06.2000;98.6;72.4;1.11;
10.06.2000;88.4;58.0;1.05;
11.06.2000;73.7;34.8;0.68;
12.06.2000;39.4;41.3;0.79;
13.06.2000;82.8;52.3;0.87;
14.06.2000;39.2;59.7;0.93;
15.06.2000;53.5;40.2;0.60;
16.06.2000;92.4;;0.67;
17.06.2000;116.2;50.7;0.60;
18.06.2000;130.9;49.8;0.60;
19.06.2000;103.7;70.7;0.86;
20.06.2000;133.2;59.3;0.80;
21.06.2000;126.3;61.4;0.72;
22.06.2000;118.6;51.7;0.63;
23.06.2000;89.8;41.9;0.45;
24.06.2000;71.9;36.8;0.55;
25.06.2000;73.5;41.5;0.66;
26.06.2000;80.8;53.4;0.60;
27.06.2000;108.6;;0.63;
28.06.2000;37.4;;1.18;
29.06.2000;135.7;;0.64;
30.06.2000;135.4;;0.87;
01.07.2000;131.9;;0.80;
02.07.2000;95.0;;0.72;
03.07.2000;93.0;;0.97;
04.07.2000;86.0;;0.57;
05.07.2000;101.2;36.4;0.43;
06.07.2000;107.0;63.9;0.77;
07.07.2000;98.4;68.6;0.92;
08.07.2000;88.3;49.4;0.77;
09.07.2000;81.0;36.3;0.62;
10.07.2000;45.6;39.2;0.65;
11.07.2000;51.9;42.9;0.54;
12.07.2000;62.7;60.4;0.84;
13.07.2000;78.5;50.7;0.70;
14.07.2000;66.5;52.1;0.66;
15.07.2000;54.9;49.9;0.81;
16.07.2000;68.3;41.5;0.72;
17.07.2000;85.3;50.7;0.67;
18.07.2000;127.9;55.6;0.67;
19.07.2000;109.6;59.1;0.62;
20.07.2000;94.5;57.1;0.58;
21.07.2000;134.0;72.5;0.69;
22.07.2000;172.9;61.0;0.71;
23.07.2000;88.3;51.0;0.70;
24.07.2000;65.3;57.1;0.79;
25.07.2000;96.5;48.8;0.56;
26.07.2000;87.1;47.9;0.57;
27.07.2000;107.5;47.0;0.63;
28.07.2000;70.9;47.5;0.58;
29.07.2000;62.9;40.5;0.65;
30.07.2000;91.7;38.9;0.64;
31.07.2000;106.8;55.9;0.69;
01.08.2000;172.7;42.8;0.65;
02.08.2000;98.6;64.9;0.91;
03.08.2000;37.0;51.5;0.73;
04.08.2000;67.0;63.3;0.76;
05.08.2000;37.4;38.3;0.65;
06.08.2000;86.0;43.1;0.70;
07.08.2000;133.6;64.2;0.74;
08.08.2000;117.8;55.9;0.68;
09.08.2000;110.5;52.8;0.59;
10.08.2000;111.9;61.3;0.71;
11.08.2000;114.2;64.1;0.81;
12.08.2000;102.7;56.5;0.88;
13.08.2000;109.4;53.6;0.78;
14.08.2000;154.4;58.4;0.62;
15.08.2000;112.9;50.6;0.62;
16.08.2000;101.2;51.4;0.70;
17.08.2000;123.4;54.2;0.75;
18.08.2000;43.4;63.5;0.82;
19.08.2000;105.5;55.1;0.96;
20.08.2000;91.2;;0.77;
21.08.2000;89.6;54.7;0.65;
22.08.2000;88.8;49.6;0.57;
23.08.2000;100.1;63.5;0.74;
24.08.2000;150.5;70.7;0.86;
25.08.2000;124.6;85.3;0.83;
26.08.2000;65.4;66.2;0.46;
27.08.2000;65.7;51.3;0.43;
28.08.2000;84.5;53.8;0.53;
29.08.2000;112.6;60.0;0.75;
30.08.2000;13.4;74.5;1.17;
31.08.2000;86.1;52.0;0.67;
01.09.2000;114.3;53.6;0.51;
02.09.2000;58.4;43.6;0.52;
03.09.2000;44.7;43.7;0.61;
04.09.2000;34.2;63.3;0.85;
05.09.2000;89.3;57.4;0.76;
06.09.2000;101.3;51.8;0.69;
07.09.2000;88.7;52.1;0.66;
08.09.2000;77.9;58.6;0.76;
09.09.2000;77.1;55.1;1.03;
10.09.2000;75.7;46.0;0.95;
11.09.2000;102.2;57.7;0.90;
12.09.2000;100.8;57.3;0.98;
13.09.2000;130.9;52.3;0.76;
14.09.2000;107.4;52.1;0.88;
15.09.2000;116.4;62.2;1.03;
16.09.2000;52.9;44.4;0.88;
17.09.2000;64.1;34.0;0.58;
18.09.2000;60.6;50.3;0.77;
19.09.2000;68.2;54.4;0.84;
20.09.2000;51.2;50.1;0.89;
21.09.2000;57.9;54.4;0.77;
22.09.2000;35.7;73.4;1.07;
23.09.2000;43.4;45.7;0.88;
24.09.2000;79.6;37.5;0.77;
25.09.2000;48.0;67.0;0.95;
26.09.2000;55.2;61.7;1.08;
27.09.2000;75.6;63.6;1.04;
28.09.2000;54.6;65.8;1.23;
29.09.2000;93.5;55.9;0.87;
30.09.2000;64.0;46.1;0.93;
01.10.2000;36.2;28.3;0.71;
02.10.2000;32.3;36.9;0.61;
03.10.2000;11.3;52.2;1.04;
04.10.2000;16.0;44.0;0.85;
05.10.2000;64.7;41.3;0.71;
06.10.2000;91.6;53.3;0.79;
07.10.2000;66.9;51.0;0.99;
08.10.2000;90.0;41.5;0.87;
09.10.2000;82.0;51.0;0.94;
10.10.2000;77.7;47.6;0.92;
11.10.2000;38.3;57.7;1.38;
12.10.2000;57.5;51.6;1.25;
13.10.2000;73.7;50.9;1.14;
14.10.2000;13.8;28.8;1.01;
15.10.2000;41.2;23.4;0.85;
16.10.2000;50.1;41.0;1.15;
17.10.2000;59.9;34.4;0.59;
18.10.2000;35.6;42.7;1.08;
19.10.2000;14.3;44.4;1.54;
20.10.2000;11.4;38.6;1.54;
21.10.2000;23.6;34.2;1.16;
22.10.2000;45.8;30.6;0.88;
23.10.2000;18.6;38.4;1.07;
24.10.2000;1.9;48.2;2.12;
25.10.2000;23.6;45.1;1.79;
26.10.2000;20.1;50.7;1.58;
27.10.2000;40.8;48.4;1.24;
28.10.2000;28.5;33.9;1.51;
29.10.2000;60.4;35.9;1.39;
30.10.2000;31.2;44.8;1.56;
31.10.2000;70.3;49.8;1.11;
01.11.2000;42.5;46.2;1.09;
02.11.2000;38.7;44.6;1.66;
03.11.2000;22.1;47.7;1.66;
04.11.2000;54.5;35.8;0.76;
05.11.2000;36.4;34.4;1.12;
06.11.2000;26.6;45.7;1.58;
07.11.2000;42.8;35.2;0.95;
08.11.2000;54.2;38.4;0.65;
09.11.2000;36.9;42.6;0.81;
10.11.2000;36.8;47.1;1.19;
11.11.2000;37.9;41.4;1.38;
12.11.2000;29.3;36.6;1.43;
13.11.2000;19.3;44.4;1.82;
14.11.2000;58.2;47.3;1.14;
15.11.2000;16.2;42.9;1.56;
16.11.2000;9.7;;1.59;
17.11.2000;12.3;52.1;1.75;
18.11.2000;22.6;47.4;1.51;
19.11.2000;24.6;42.6;1.32;
20.11.2000;24.3;51.9;1.47;
21.11.2000;37.8;44.4;1.21;
22.11.2000;7.0;45.3;1.99;
23.11.2000;19.0;37.6;1.55;
24.11.2000;42.2;49.7;1.25;
25.11.2000;29.3;35.0;1.23;
26.11.2000;50.9;39.5;1.02;
27.11.2000;50.2;49.2;1.49;
28.11.2000;12.8;44.5;1.58;
29.11.2000;2.4;30.3;1.53;
30.11.2000;3.5;30.1;1.63;
01.12.2000;2.7;31.8;1.82;
02.12.2000;1.3;27.6;2.03;
03.12.2000;29.2;41.9;1.53;
04.12.2000;11.6;37.0;1.40;
05.12.2000;3.4;35.1;1.65;
06.12.2000;2.1;37.3;2.21;
07.12.2000;2.3;37.9;2.32;
08.12.2000;9.6;47.0;2.01;
09.12.2000;32.4;44.6;1.58;
10.12.2000;40.4;34.3;1.11;
11.12.2000;22.5;46.6;1.79;
12.12.2000;3.6;46.8;2.70;
13.12.2000;22.8;48.9;1.36;
14.12.2000;26.9;51.7;1.42;
15.12.2000;50.5;36.4;0.62;
16.12.2000;41.6;35.2;0.76;
17.12.2000;40.8;39.8;0.95;
18.12.2000;20.8;55.0;1.80;
19.12.2000;7.8;52.6;2.19;
20.12.2000;2.6;39.7;1.37;
21.12.2000;2.8;34.5;0.97;
22.12.2000;3.2;38.1;1.17;
23.12.2000;13.4;34.1;1.09;
24.12.2000;7.5;38.2;1.33;
25.12.2000;12.9;39.2;1.39;
26.12.2000;14.3;33.0;1.26;
27.12.2000;18.9;39.6;1.73;
28.12.2000;31.1;40.9;1.63;
29.12.2000;23.2;38.7;1.19;
30.12.2000;43.5;46.5;1.05;
31.12.2000;30.5;43.9;1.22;
01.01.2001;26.6;45.4;1.41;
02.01.2001;18.8;48.6;1.42;
03.01.2001;35.1;54.6;1.58;
04.01.2001;26.2;49.3;1.55;
05.01.2001;4.8;50.4;2.48;
06.01.2001;35.7;47.1;1.41;
07.01.2001;18.2;45.3;1.52;
08.01.2001;12.3;50.4;1.51;
09.01.2001;14.3;55.0;1.74;
10.01.2001;18.4;48.8;1.75;
11.01.2001;10.7;44.1;1.93;
12.01.2001;13.8;38.1;1.01;
13.01.2001;27.6;30.9;0.75;
14.01.2001;29.2;26.6;0.64;
15.01.2001;32.1;37.1;0.96;
16.01.2001;16.1;45.9;1.66;
17.01.2001;15.6;49.4;1.84;
18.01.2001;19.3;52.0;2.06;
19.01.2001;4.4;55.4;2.22;
20.01.2001;17.0;46.6;1.63;
21.01.2001;37.6;43.6;1.28;
22.01.2001;15.2;49.2;1.77;
23.01.2001;9.7;56.9;1.82;
24.01.2001;17.1;51.1;2.01;
25.01.2001;;47.4;1.37;
26.01.2001;40.2;49.4;1.53;
27.01.2001;58.5;40.7;1.06;
28.01.2001;44.8;45.8;1.28;
29.01.2001;33.6;47.1;0.97;
30.01.2001;32.1;53.1;1.30;
31.01.2001;30.8;52.0;1.26;
01.02.2001;34.8;49.4;1.28;
02.02.2001;28.3;51.0;1.33;
03.02.2001;50.4;38.8;0.82;
04.02.2001;52.6;33.5;0.87;
05.02.2001;64.9;37.8;0.62;
06.02.2001;29.9;55.4;1.74;
07.02.2001;11.0;53.2;1.96;
08.02.2001;48.9;49.9;1.56;
09.02.2001;47.2;46.0;1.24;
10.02.2001;43.2;46.0;1.53;
11.02.2001;47.1;47.3;1.43;
12.02.2001;23.5;58.9;1.63;
13.02.2001;17.0;50.2;1.16;
14.02.2001;30.8;36.2;0.78;
15.02.2001;13.1;44.6;1.15;
16.02.2001;44.8;51.0;1.60;
17.02.2001;34.3;50.1;1.10;
18.02.2001;19.1;48.5;1.10;
19.02.2001;37.8;51.4;1.40;
20.02.2001;44.4;53.1;1.25;
21.02.2001;52.3;52.8;0.96;
22.02.2001;51.3;37.6;0.59;
23.02.2001;49.7;30.8;0.56;
24.02.2001;56.0;44.9;0.96;
25.02.2001;51.3;44.7;1.05;
26.02.2001;61.6;52.3;1.15;
27.02.2001;44.0;58.7;1.15;
28.02.2001;47.3;63.9;1.33;
01.03.2001;61.0;47.7;0.86;
02.03.2001;55.0;65.8;1.27;
03.03.2001;19.3;58.6;1.66;
04.03.2001;65.2;45.9;1.21;
05.03.2001;49.7;54.6;1.22;
06.03.2001;33.8;43.0;1.03;
07.03.2001;10.2;54.1;1.66;
08.03.2001;24.2;46.5;1.38;
09.03.2001;64.1;47.2;1.03;
10.03.2001;48.1;42.1;1.13;
11.03.2001;27.2;48.4;1.35;
12.03.2001;68.3;40.9;0.89;
13.03.2001;83.1;32.8;0.47;
14.03.2001;82.5;39.5;0.54;
15.03.2001;61.3;56.0;1.47;
16.03.2001;77.5;45.4;1.32;
17.03.2001;54.9;38.3;0.68;
18.03.2001;76.2;34.0;0.62;
19.03.2001;90.8;34.7;0.54;
20.03.2001;48.0;40.7;1.07;
21.03.2001;41.2;61.1;1.45;
22.03.2001;76.3;40.1;0.72;
23.03.2001;26.4;61.6;1.73;
24.03.2001;47.3;40.2;1.01;
25.03.2001;81.6;36.3;0.72;
26.03.2001;71.8;47.2;0.94;
27.03.2001;54.0;37.3;0.90;
28.03.2001;79.5;48.3;1.28;
29.03.2001;61.2;48.0;0.96;
30.03.2001;80.6;44.5;0.87;
31.03.2001;83.6;45.0;1.21;
01.04.2001;98.9;45.6;1.07;
02.04.2001;103.6;58.0;1.09;
03.04.2001;99.4;54.7;1.19;
04.04.2001;78.0;46.4;0.92;
05.04.2001;;40.3;0.63;
06.04.2001;70.7;45.7;0.83;
07.04.2001;77.9;39.3;0.85;
08.04.2001;80.7;29.7;0.66;
09.04.2001;67.2;47.5;0.91;
10.04.2001;57.6;43.4;0.81;
11.04.2001;74.5;51.2;0.91;
12.04.2001;63.5;50.0;0.87;
13.04.2001;93.2;31.9;0.52;
14.04.2001;94.4;33.2;0.54;
15.04.2001;98.9;24.2;0.46;
16.04.2001;83.3;24.7;0.53;
17.04.2001;52.7;49.5;1.04;
18.04.2001;71.3;36.6;0.68;
19.04.2001;70.6;56.9;1.14;
20.04.2001;63.0;56.6;1.13;
21.04.2001;52.0;44.4;0.88;
22.04.2001;57.0;42.9;0.85;
23.04.2001;48.3;47.3;0.84;
24.04.2001;43.2;53.8;1.15;
25.04.2001;53.5;48.5;0.97;
26.04.2001;83.9;52.2;1.03;
27.04.2001;79.2;47.7;0.84;
28.04.2001;91.3;37.7;0.64;
29.04.2001;78.8;38.2;0.71;
30.04.2001;49.7;47.5;1.09;
01.05.2001;74.0;38.4;0.65;
02.05.2001;74.6;59.0;1.07;
03.05.2001;58.1;46.5;0.82;
04.05.2001;64.0;48.8;0.78;
05.05.2001;69.6;26.1;0.50;
06.05.2001;44.0;24.8;0.54;
07.05.2001;31.0;30.4;0.79;
08.05.2001;25.5;35.5;0.76;
09.05.2001;73.1;42.4;0.84;
10.05.2001;93.1;50.7;0.94;
11.05.2001;82.0;61.9;0.96;
12.05.2001;98.6;55.6;0.92;
13.05.2001;131.4;35.7;0.67;
14.05.2001;112.2;47.7;0.84;
15.05.2001;64.5;46.0;0.85;
16.05.2001;79.8;47.2;0.91;
17.05.2001;40.1;44.2;0.78;
18.05.2001;88.7;34.7;0.56;
19.05.2001;98.7;36.4;0.65;
20.05.2001;88.0;37.4;0.61;
21.05.2001;83.0;50.0;0.72;
22.05.2001;86.8;52.0;0.75;
23.05.2001;102.3;53.9;0.88;
24.05.2001;98.2;34.2;0.64;
25.05.2001;94.6;54.6;1.03;
26.05.2001;122.9;48.3;0.90;
27.05.2001;139.5;34.9;0.59;
28.05.2001;111.8;43.3;0.70;
29.05.2001;84.0;46.5;0.79;
30.05.2001;94.5;44.8;0.73;
31.05.2001;82.6;40.2;0.57;
01.06.2001;88.7;42.3;0.55;
02.06.2001;84.5;38.5;0.59;
03.06.2001;82.7;19.8;0.38;
04.06.2001;92.1;24.1;0.45;
05.06.2001;100.2;42.1;0.67;
06.06.2001;95.1;40.2;0.59;
07.06.2001;97.7;28.6;0.50;
08.06.2001;37.7;52.1;1.07;27.4
09.06.2001;54.3;46.5;1.10;14.6
10.06.2001;58.8;32.5;0.65;15.6
11.06.2001;81.2;34.9;0.53;18.6
12.06.2001;95.8;47.5;0.80;25.7
13.06.2001;112.8;49.9;0.85;27.2
14.06.2001;100.2;41.6;0.69;25.0
15.06.2001;101.7;49.6;0.88;28.9
16.06.2001;56.2;42.9;0.81;16.0
17.06.2001;63.4;22.8;0.45;10.4
18.06.2001;74.6;35.9;0.61;18.1
19.06.2001;64.8;43.2;0.79;25.6
20.06.2001;82.8;51.9;0.86;35.6
21.06.2001;115.6;44.4;0.70;27.8
22.06.2001;111.6;42.1;0.61;33.6
23.06.2001;117.6;38.8;0.58;29.9
24.06.2001;105.6;45.4;0.77;26.9
25.06.2001;109.3;62.7;0.83;41.8
26.06.2001;129.4;70.4;0.97;40.3
27.06.2001;143.2;56.1;0.89;41.4
28.06.2001;59.8;52.9;1.13;24.2
29.06.2001;91.8;53.1;0.92;26.5
30.06.2001;115.0;36.2;0.69;25.8
01.07.2001;83.0;30.9;0.48;18.2
02.07.2001;88.0;50.9;0.72;25.4
03.07.2001;111.6;47.5;0.57;45.8
04.07.2001;118.5;59.9;0.93;63.3
05.07.2001;101.3;60.5;0.94;37.1
06.07.2001;122.7;61.8;0.92;48.6
07.07.2001;80.9;38.0;0.72;25.3
08.07.2001;81.8;25.6;0.51;29.7
09.07.2001;97.2;33.2;0.59;58.1
10.07.2001;103.9;33.6;0.56;
11.07.2001;85.6;28.8;0.39;
12.07.2001;81.8;34.0;0.50;
13.07.2001;75.5;34.4;0.82;25.3
14.07.2001;59.9;27.9;0.63;28.9
15.07.2001;51.4;26.1;0.46;10.7
16.07.2001;62.1;41.2;0.72;20.3
17.07.2001;79.7;33.8;0.58;27.5
18.07.2001;62.2;37.3;0.60;20.7
19.07.2001;61.5;29.8;0.52;22.4
20.07.2001;85.5;31.8;0.47;24.3
21.07.2001;84.6;32.9;0.67;21.3
22.07.2001;96.4;32.2;0.68;22.9
23.07.2001;85.7;39.5;0.73;28.2
24.07.2001;76.7;36.8;0.64;26.7
25.07.2001;89.3;49.5;0.78;31.5
26.07.2001;;54.7;0.85;37.2
27.07.2001;126.7;53.6;0.90;36.1
28.07.2001;137.8;39.9;0.83;30.4
29.07.2001;146.5;34.5;0.59;31.7
30.07.2001;122.6;54.9;0.79;42.2
31.07.2001;141.2;50.9;0.81;43.1
01.08.2001;135.4;40.3;0.69;49.7
02.08.2001;114.6;50.1;0.89;76.3
03.08.2001;99.5;49.5;0.83;35.0
04.08.2001;64.3;24.7;0.49;17.8
05.08.2001;69.8;18.5;0.35;13.3
06.08.2001;37.2;28.1;0.61;20.1
07.08.2001;77.5;32.1;0.61;23.3
08.08.2001;41.6;38.7;0.72;26.1
09.08.2001;56.3;33.9;0.82;28.1
10.08.2001;66.7;32.3;0.56;22.5
11.08.2001;83.5;38.0;0.60;23.3
12.08.2001;98.1;32.1;0.61;21.7
13.08.2001;92.9;52.1;0.94;30.1
14.08.2001;106.3;60.3;1.08;37.6
15.08.2001;140.6;56.9;0.95;42.1
16.08.2001;114.1;49.9;0.80;39.0
17.08.2001;44.2;46.8;0.75;40.7
18.08.2001;94.7;40.5;0.93;33.9
19.08.2001;91.3;31.4;0.53;19.0
20.08.2001;70.5;42.6;0.85;19.0
21.08.2001;69.5;40.4;0.81;27.5
22.08.2001;78.7;49.7;0.85;32.5
23.08.2001;100.7;59.7;1.07;41.9
24.08.2001;114.4;65.8;1.29;42.5
25.08.2001;108.1;55.7;1.08;37.4
26.08.2001;107.7;40.4;0.83;32.1
27.08.2001;113.9;43.7;0.72;37.9
28.08.2001;87.5;41.3;0.56;42.9
29.08.2001;78.5;41.9;0.66;48.1
30.08.2001;80.0;40.1;0.63;28.9
31.08.2001;71.1;47.0;0.85;31.7
01.09.2001;46.7;36.6;0.87;15.0
02.09.2001;78.1;32.9;0.74;17.5
03.09.2001;80.1;43.8;0.89;27.3
04.09.2001;62.7;45.1;0.67;20.1
05.09.2001;50.2;35.4;0.74;22.2
06.09.2001;49.6;36.3;0.88;30.3
07.09.2001;42.3;37.5;0.82;30.7
08.09.2001;53.6;28.3;0.49;22.1
09.09.2001;72.0;22.4;0.37;14.2
10.09.2001;51.2;30.3;0.46;21.2
11.09.2001;64.6;33.9;0.63;25.0
12.09.2001;57.6;35.3;0.69;26.1
13.09.2001;61.9;38.4;0.72;28.5
14.09.2001;79.0;35.6;0.54;23.1
15.09.2001;73.5;27.2;0.54;19.0
16.09.2001;53.6;23.9;0.42;14.0
17.09.2001;50.2;39.5;0.90;20.3
18.09.2001;50.7;36.3;0.97;25.8
19.09.2001;44.3;35.1;0.76;26.1
20.09.2001;71.7;44.6;0.64;27.8
21.09.2001;51.2;57.5;1.03;34.9
22.09.2001;14.8;30.8;0.76;26.8
23.09.2001;22.9;24.5;0.53;19.4
24.09.2001;34.5;46.4;1.09;26.1
25.09.2001;43.2;51.9;0.97;31.5
26.09.2001;72.8;49.3;1.06;30.1
27.09.2001;38.6;55.5;1.37;38.3
28.09.2001;52.7;48.9;1.20;40.7
29.09.2001;48.9;36.5;0.96;35.3
30.09.2001;66.1;32.9;0.85;23.2
01.10.2001;52.4;42.2;0.89;32.5
02.10.2001;63.3;48.8;0.96;34.3
03.10.2001;52.7;52.5;1.26;35.8
04.10.2001;59.9;45.1;0.84;25.6
05.10.2001;17.4;;1.20;37.1
06.10.2001;54.6;41.3;1.02;31.8
07.10.2001;48.6;38.5;0.81;21.5
08.10.2001;55.2;37.1;0.84;23.9
09.10.2001;51.2;47.3;0.89;31.9
10.10.2001;34.6;45.0;1.39;47.6
11.10.2001;32.4;43.5;1.44;51.2
12.10.2001;33.7;43.9;1.56;54.4
13.10.2001;60.4;34.8;1.40;53.2
14.10.2001;68.1;37.3;1.14;46.0
15.10.2001;46.3;46.2;1.32;57.1
16.10.2001;47.0;52.8;1.20;53.3
17.10.2001;36.6;42.2;1.03;55.7
18.10.2001;16.9;48.6;1.27;67.8
19.10.2001;26.7;47.0;1.33;75.3
20.10.2001;9.3;34.5;1.17;45.8
21.10.2001;62.8;32.9;0.64;19.7
22.10.2001;60.5;49.1;1.30;32.1
23.10.2001;20.6;43.5;1.03;36.9
24.10.2001;37.2;48.8;0.95;30.7
25.10.2001;40.8;54.4;1.39;35.4
26.10.2001;15.3;38.2;1.51;39.3
27.10.2001;40.2;40.1;1.43;33.8
28.10.2001;52.0;34.1;1.14;33.5
29.10.2001;17.5;47.9;1.39;44.2
30.10.2001;9.6;51.0;1.72;47.1
31.10.2001;47.2;45.9;0.97;40.1
01.11.2001;39.5;54.1;1.19;27.1
02.11.2001;26.1;54.6;1.05;25.6
03.11.2001;22.7;38.1;1.32;43.1
04.11.2001;23.6;28.6;1.12;48.6
05.11.2001;25.9;40.3;1.12;47.2
06.11.2001;44.7;40.0;0.67;42.2
07.11.2001;49.3;39.5;0.79;25.8
08.11.2001;55.4;28.0;0.42;22.5
09.11.2001;52.1;47.4;0.93;19.2
10.11.2001;34.6;32.1;0.68;21.3
11.11.2001;24.6;24.9;0.63;33.1
12.11.2001;25.3;37.6;1.33;54.6
13.11.2001;3.9;46.1;1.56;51.7
14.11.2001;27.2;47.6;0.91;23.9
15.11.2001;;;1.03;36.8
16.11.2001;15.3;41.2;1.10;52.5
17.11.2001;12.2;34.6;0.87;51.4
18.11.2001;10.3;26.8;0.90;39.3
19.11.2001;11.4;33.4;0.98;35.8
20.11.2001;16.7;46.0;1.23;41.0
21.11.2001;11.1;50.0;1.67;55.0
22.11.2001;36.7;46.2;1.34;57.9
23.11.2001;43.4;45.1;0.86;28.8
24.11.2001;29.2;51.1;1.42;51.4
25.11.2001;20.9;40.5;1.41;26.1
26.11.2001;12.4;41.0;1.59;43.9
27.11.2001;16.0;38.0;1.00;35.3
28.11.2001;26.2;49.1;1.53;39.3
29.11.2001;22.1;48.0;1.31;54.2
30.11.2001;22.3;55.1;2.10;33.3
01.12.2001;9.0;40.1;1.77;26.0
02.12.2001;17.5;35.2;1.25;27.2
03.12.2001;15.4;37.9;1.46;25.3
04.12.2001;39.5;39.2;0.81;33.1
05.12.2001;28.2;49.2;1.03;36.4
06.12.2001;41.7;37.6;0.91;28.2
07.12.2001;19.4;43.8;1.07;26.9
08.12.2001;15.9;38.3;0.93;23.2
09.12.2001;31.0;24.8;0.57;30.8
10.12.2001;35.5;41.2;0.84;48.9
11.12.2001;9.0;46.8;1.17;59.0
12.12.2001;10.6;47.6;1.33;38.3
13.12.2001;29.6;40.4;0.92;23.3
14.12.2001;26.3;38.7;1.05;47.9
15.12.2001;14.5;46.9;1.24;68.6
16.12.2001;32.7;44.5;1.24;42.4
17.12.2001;36.8;53.8;1.62;48.3
18.12.2001;22.2;57.4;1.80;57.9
19.12.2001;12.8;50.6;1.27;75.4
20.12.2001;13.9;51.7;1.20;60.1
21.12.2001;29.0;54.2;1.32;63.1
22.12.2001;50.1;35.6;0.67;21.0
23.12.2001;39.6;39.5;0.80;19.3
24.12.2001;33.6;52.1;1.23;74.0
25.12.2001;55.3;36.3;0.67;37.2
26.12.2001;60.4;19.8;0.40;18.5
27.12.2001;57.5;48.0;0.86;40.6
28.12.2001;56.8;37.4;0.60;17.4
29.12.2001;58.1;23.8;0.39;10.3
30.12.2001;62.3;32.2;0.73;21.9
31.12.2001;28.4;49.1;1.09;43.1
01.01.2002;35.9;48.3;1.19;52.5
02.01.2002;32.5;52.2;;42.5
03.01.2002;24.7;58.4;;70.1
04.01.2002;5.5;55.2;1.80;89.2
05.01.2002;10.1;55.2;1.86;91.7
06.01.2002;8.7;57.0;1.62;96.0
07.01.2002;20.5;59.4;1.58;80.4
08.01.2002;7.5;56.7;1.62;81.1
09.01.2002;11.3;57.1;1.50;79.4
10.01.2002;16.0;56.2;1.38;89.0
11.01.2002;10.0;62.4;1.68;92.5
12.01.2002;14.8;63.8;2.24;96.7
13.01.2002;11.7;47.4;1.60;77.9
14.01.2002;6.6;57.5;1.57;61.3
15.01.2002;9.6;57.3;1.42;64.4
16.01.2002;7.1;58.9;2.14;82.6
17.01.2002;4.8;44.5;1.53;74.4
18.01.2002;25.1;50.9;1.32;88.8
19.01.2002;12.5;60.4;1.77;74.2
20.01.2002;51.2;53.4;1.48;57.8
21.01.2002;28.0;70.1;2.22;84.9
22.01.2002;24.4;63.2;1.59;54.3
23.01.2002;8.7;60.2;2.00;71.2
24.01.2002;47.0;52.7;1.12;35.6
25.01.2002;48.0;48.1;0.99;44.0
26.01.2002;46.4;49.6;1.19;34.7
27.01.2002;83.3;26.3;0.44;18.1
28.01.2002;66.6;53.1;1.34;43.1
29.01.2002;9.7;56.1;1.90;51.2
