Date/heure;O3;NO2;CO;PM10
10.02.2017;12.3;37.8;0.53;49.8
11.02.2017;40.9;42.9;0.52;36.4
12.02.2017;29.4;32.1;0.52;34.9
13.02.2017;13.1;36.8;0.51;41.3
14.02.2017;16.0;47.9;0.65;46.2
15.02.2017;40.4;58.9;0.71;81.8
16.02.2017;45.7;64.9;0.58;38.3
17.02.2017;23.6;64.2;0.56;27.1
18.02.2017;46.3;38.2;0.42;22.3
19.02.2017;55.4;41.2;0.51;30.1
20.02.2017;69.4;48.6;0.43;25.4
21.02.2017;38.8;61.9;0.56;22.3
22.02.2017;47.8;33.1;0.32;20.1
23.02.2017;65.5;33.1;0.33;21.3
24.02.2017;77.0;26.8;0.27;11.5
25.02.2017;68.7;40.1;0.36;20.1
26.02.2017;69.6;44.1;0.42;23.0
27.02.2017;69.9;40.2;0.40;25.4
28.02.2017;81.6;40.2;0.30;6.9
01.03.2017;83.8;32.3;0.28;8.6
02.03.2017;73.2;41.0;0.36;13.2
03.03.2017;44.2;51.8;0.48;21.7
04.03.2017;74.0;34.1;0.41;18.4
05.03.2017;85.3;15.8;0.24;5.5
06.03.2017;83.3;29.3;0.27;8.5
07.03.2017;69.9;33.3;0.31;8.0
08.03.2017;56.7;43.3;0.38;16.7
09.03.2017;42.3;48.2;0.39;12.2
10.03.2017;75.1;48.3;0.42;15.9
11.03.2017;69.5;48.3;0.47;21.6
12.03.2017;66.9;40.4;0.50;24.4
13.03.2017;66.2;56.0;0.51;27.6
14.03.2017;84.0;57.7;0.52;32.7
15.03.2017;76.5;52.8;0.46;45.8
16.03.2017;76.2;50.8;0.49;50.1
17.03.2017;96.9;39.6;0.38;27.7
18.03.2017;86.6;22.9;0.27;15.4
19.03.2017;57.1;27.0;0.30;9.2
20.03.2017;57.6;28.8;0.30;11.8
21.03.2017;61.8;36.1;0.31;13.9
22.03.2017;64.3;29.0;0.31;11.6
23.03.2017;61.4;43.3;0.42;14.3
24.03.2017;23.5;33.7;0.41;30.0
25.03.2017;50.6;22.7;0.37;27.8
26.03.2017;95.4;24.6;0.30;13.8
27.03.2017;72.6;40.2;0.41;24.1
28.03.2017;97.0;42.7;0.39;23.1
29.03.2017;80.9;59.1;0.45;23.7
30.03.2017;95.6;52.1;0.45;27.9
31.03.2017;96.8;52.0;0.39;23.3
01.04.2017;100.2;30.5;0.33;18.4
02.04.2017;68.6;29.5;0.33;16.5
03.04.2017;82.0;39.4;0.39;23.1
04.04.2017;97.4;40.1;0.38;30.6
05.04.2017;77.2;46.9;0.39;20.7
06.04.2017;73.4;37.4;0.36;30.0
07.04.2017;83.4;42.4;0.36;24.5
08.04.2017;89.4;41.1;0.42;21.4
09.04.2017;101.5;31.6;0.35;16.1
10.04.2017;99.5;31.7;0.29;16.0
11.04.2017;80.6;35.2;0.31;29.1
12.04.2017;101.8;37.4;0.34;26.7
13.04.2017;101.6;37.1;0.32;18.6
14.04.2017;93.4;23.2;0.29;15.8
15.04.2017;84.8;22.7;0.27;17.7
16.04.2017;82.9;14.6;0.24;10.5
17.04.2017;86.7;14.6;0.25;10.6
18.04.2017;85.7;25.4;0.28;10.3
19.04.2017;67.6;35.9;0.32;13.2
20.04.2017;73.0;34.0;0.33;20.1
21.04.2017;97.4;50.0;0.38;22.1
22.04.2017;115.0;27.3;0.29;18.9
23.04.2017;94.5;16.6;0.26;15.3
24.04.2017;100.4;39.2;0.33;21.0
25.04.2017;78.3;46.6;0.36;17.1
26.04.2017;71.6;29.3;0.30;8.7
27.04.2017;54.3;32.6;0.34;9.3
28.04.2017;62.4;52.9;0.42;18.1
29.04.2017;96.6;36.3;0.36;18.0
30.04.2017;109.5;28.4;0.32;14.5
01.05.2017;94.9;32.5;0.28;6.8
02.05.2017;71.5;28.4;0.30;9.8
03.05.2017;83.4;33.9;0.33;9.2
04.05.2017;83.0;33.5;0.33;12.1
05.05.2017;93.6;35.7;0.35;13.7
06.05.2017;72.3;28.2;0.32;12.2
07.05.2017;72.9;23.9;0.27;5.4
08.05.2017;79.2;31.2;0.34;9.6
09.05.2017;73.2;29.2;0.32;14.1
10.05.2017;95.0;34.3;0.35;15.9
11.05.2017;86.0;37.9;0.33;14.8
12.05.2017;81.5;33.3;0.32;10.2
13.05.2017;87.7;24.5;0.28;10.0
14.05.2017;75.4;19.0;0.26;6.2
15.05.2017;87.0;28.2;0.30;10.7
16.05.2017;107.1;42.0;0.35;17.7
17.05.2017;116.0;46.5;0.39;23.5
18.05.2017;91.7;39.8;0.32;19.6
19.05.2017;84.6;33.0;0.31;8.5
20.05.2017;77.3;21.3;0.28;8.9
21.05.2017;86.5;25.8;0.30;11.3
22.05.2017;101.4;32.8;0.31;20.2
23.05.2017;96.8;37.3;0.34;17.6
24.05.2017;96.5;36.6;0.37;17.9
25.05.2017;106.7;22.0;;
26.05.2017;110.0;29.7;0.30;16.5
27.05.2017;122.3;30.8;0.35;20.7
28.05.2017;124.3;21.1;0.30;17.2
29.05.2017;122.8;31.3;0.31;16.9
30.05.2017;110.8;31.6;0.32;16.8
31.05.2017;100.0;39.1;0.36;16.3
01.06.2017;104.3;37.7;0.32;10.5
02.06.2017;111.9;33.8;0.34;14.6
03.06.2017;101.0;25.2;0.29;14.1
04.06.2017;85.4;16.2;0.24;7.0
05.06.2017;60.0;18.5;0.26;11.6
06.06.2017;70.6;26.1;0.29;10.8
07.06.2017;71.1;22.4;0.23;13.6
08.06.2017;92.2;37.9;0.35;18.1
09.06.2017;105.3;39.8;0.35;19.3
10.06.2017;97.3;31.2;0.31;15.2
11.06.2017;101.7;30.0;0.33;18.2
12.06.2017;100.3;27.4;0.33;18.0
13.06.2017;105.5;30.4;0.29;17.7
14.06.2017;105.0;34.1;0.31;22.6
15.06.2017;94.1;31.2;0.31;16.5
16.06.2017;107.1;23.7;0.27;19.6
17.06.2017;107.9;23.6;0.28;18.2
18.06.2017;94.4;20.3;0.27;11.4
19.06.2017;123.8;35.5;0.37;22.6
20.06.2017;130.3;34.6;0.34;25.0
21.06.2017;119.3;39.2;0.37;40.6
22.06.2017;131.3;37.0;0.36;24.7
23.06.2017;129.5;37.2;0.35;31.2
24.06.2017;105.4;21.5;0.31;28.8
25.06.2017;86.6;15.6;0.23;14.2
26.06.2017;87.7;27.2;0.27;14.9
27.06.2017;84.6;36.0;0.35;16.7
28.06.2017;103.7;25.6;0.25;10.5
29.06.2017;69.9;18.6;0.21;10.0
30.06.2017;70.9;19.2;0.22;10.3
01.07.2017;66.7;12.5;0.19;6.7
02.07.2017;61.2;16.6;0.24;9.0
03.07.2017;81.6;26.8;0.30;13.1
04.07.2017;88.2;37.2;0.35;16.7
05.07.2017;119.2;37.4;;
06.07.2017;106.8;41.3;0.36;18.9
07.07.2017;108.2;43.0;0.35;22.3
08.07.2017;118.7;27.7;0.28;21.9
09.07.2017;70.7;18.4;0.25;16.2
10.07.2017;83.0;23.3;0.25;14.3
11.07.2017;72.5;25.1;0.28;12.3
12.07.2017;71.0;21.2;0.24;13.8
13.07.2017;77.6;29.5;0.28;12.8
14.07.2017;87.9;22.3;0.24;13.5
15.07.2017;82.2;26.7;0.26;14.1
16.07.2017;90.8;21.0;0.25;11.3
17.07.2017;94.9;32.9;0.30;15.9
18.07.2017;112.0;30.9;0.30;17.2
19.07.2017;117.7;28.7;0.28;19.7
20.07.2017;114.3;25.4;0.24;15.7
21.07.2017;106.8;30.4;0.29;13.3
22.07.2017;98.5;20.6;;
23.07.2017;86.2;10.9;;
24.07.2017;72.3;17.6;;
25.07.2017;64.1;23.6;0.23;7.5
26.07.2017;78.9;22.7;0.24;10.5
27.07.2017;64.0;25.0;0.27;12.9
28.07.2017;68.9;21.2;0.25;12.7
29.07.2017;93.2;21.8;0.32;17.0
30.07.2017;92.6;19.7;0.28;15.8
31.07.2017;78.6;30.7;0.32;18.0
01.08.2017;114.6;22.1;0.34;29.9
02.08.2017;104.1;36.4;0.41;38.8
03.08.2017;94.1;31.8;0.30;31.4
04.08.2017;80.4;25.4;0.28;19.2
05.08.2017;69.6;17.2;0.24;12.7
06.08.2017;67.4;20.6;0.26;8.4
07.08.2017;86.5;28.8;0.29;14.6
08.08.2017;64.6;39.7;0.31;12.9
09.08.2017;68.6;31.4;0.30;10.8
10.08.2017;64.8;45.6;0.31;7.7
11.08.2017;54.8;37.0;0.30;8.3
12.08.2017;93.7;23.9;0.28;12.7
13.08.2017;69.6;21.5;0.30;12.6
14.08.2017;72.1;28.5;0.33;
15.08.2017;90.2;32.1;0.32;
16.08.2017;90.1;32.8;0.33;17.0
17.08.2017;98.1;33.9;0.37;23.1
18.08.2017;92.1;29.3;0.32;19.6
19.08.2017;81.4;16.2;0.24;10.2
20.08.2017;81.5;18.0;0.25;11.4
21.08.2017;78.1;32.0;0.32;15.2
22.08.2017;83.1;33.6;0.33;17.7
23.08.2017;115.7;36.1;0.36;20.1
24.08.2017;110.2;39.8;0.37;16.6
25.08.2017;86.2;35.4;0.39;17.5
26.08.2017;98.8;34.1;0.39;20.3
27.08.2017;67.5;29.3;0.35;19.1
28.08.2017;86.7;40.6;0.40;26.2
29.08.2017;98.7;45.7;0.44;29.9
30.08.2017;98.4;37.0;0.34;27.5
31.08.2017;71.5;29.0;0.29;11.1
01.09.2017;49.1;37.2;0.35;9.2
02.09.2017;70.2;31.9;0.33;8.0
03.09.2017;79.4;24.9;0.32;8.5
04.09.2017;73.0;31.8;0.37;12.2
05.09.2017;83.2;28.8;0.33;12.5
06.09.2017;72.7;22.8;0.26;11.3
07.09.2017;67.7;32.6;0.31;19.6
08.09.2017;71.8;33.7;0.34;32.1
09.09.2017;75.0;32.6;0.33;13.1
10.09.2017;60.9;26.1;0.33;8.3
11.09.2017;56.4;26.3;0.32;13.9
12.09.2017;68.3;30.8;0.30;10.2
13.09.2017;42.6;34.0;0.35;13.5
14.09.2017;67.3;29.9;0.27;10.5
15.09.2017;71.5;34.0;0.36;16.2
16.09.2017;74.4;28.1;0.36;16.3
17.09.2017;64.4;20.8;0.28;7.8
18.09.2017;62.6;31.4;0.31;10.3
19.09.2017;52.3;39.0;0.35;9.5
20.09.2017;69.8;40.8;0.41;14.1
21.09.2017;67.5;36.7;0.42;17.6
22.09.2017;73.4;47.2;0.50;24.0
23.09.2017;94.1;36.9;0.48;24.5
24.09.2017;94.4;32.3;0.43;20.4
25.09.2017;78.0;36.9;0.37;20.4
26.09.2017;57.0;44.2;0.43;23.7
27.09.2017;61.2;38.0;0.43;19.8
28.09.2017;72.1;43.1;0.44;20.2
29.09.2017;95.2;49.4;0.45;23.1
30.09.2017;65.7;28.5;0.33;17.6
01.10.2017;62.3;30.6;0.32;10.0
02.10.2017;30.9;28.6;0.34;13.6
03.10.2017;62.6;28.8;0.29;7.9
04.10.2017;36.9;31.7;0.36;19.2
05.10.2017;71.3;28.8;0.30;15.3
06.10.2017;64.6;28.8;0.28;12.4
07.10.2017;65.3;28.2;0.33;13.6
08.10.2017;67.8;18.1;0.25;7.3
09.10.2017;70.4;35.4;0.35;13.3
10.10.2017;66.7;36.9;0.38;17.4
11.10.2017;55.0;38.4;0.38;19.5
12.10.2017;73.1;39.6;0.37;21.7
13.10.2017;62.7;48.6;0.49;27.2
14.10.2017;70.2;45.5;0.47;26.5
15.10.2017;69.7;38.7;0.45;22.1
16.10.2017;53.7;51.4;0.57;28.6
17.10.2017;67.3;50.8;0.46;
18.10.2017;60.8;55.0;0.52;28.4
19.10.2017;53.6;53.7;0.43;26.0
20.10.2017;43.4;49.8;0.44;29.0
21.10.2017;72.3;30.6;0.33;20.8
22.10.2017;67.6;15.4;0.22;5.9
23.10.2017;64.5;29.8;0.28;7.6
24.10.2017;44.6;44.1;0.45;15.5
25.10.2017;31.8;45.4;0.54;24.5
26.10.2017;24.9;45.6;0.48;21.4
27.10.2017;41.4;45.6;0.43;22.5
28.10.2017;61.6;35.8;0.36;19.5
29.10.2017;58.9;23.4;0.27;11.1
30.10.2017;61.0;32.1;0.32;14.9
31.10.2017;43.0;43.0;0.46;27.5
01.11.2017;38.4;42.3;0.51;31.0
02.11.2017;53.3;50.0;0.50;23.8
03.11.2017;46.5;50.1;0.47;23.2
04.11.2017;41.0;42.4;0.49;26.6
05.11.2017;57.1;27.6;0.32;13.2
06.11.2017;61.0;32.4;0.34;10.8
07.11.2017;40.4;32.6;0.37;15.9
08.11.2017;18.6;30.5;0.40;15.4
09.11.2017;13.2;26.9;0.42;18.1
10.11.2017;21.9;34.6;0.44;20.1
11.11.2017;45.4;31.7;0.32;10.6
12.11.2017;68.6;18.3;0.24;4.4
13.11.2017;65.2;41.3;0.39;10.3
14.11.2017;29.3;42.0;0.44;20.2
15.11.2017;27.4;41.4;0.43;25.6
16.11.2017;21.7;40.4;0.42;31.0
17.11.2017;33.7;39.7;0.43;31.9
18.11.2017;28.4;41.7;0.40;
19.11.2017;49.1;30.6;0.34;
20.11.2017;31.3;45.3;0.44;
21.11.2017;15.1;54.4;0.52;25.3
22.11.2017;19.9;56.9;0.58;24.9
23.11.2017;8.9;58.4;0.57;39.7
24.11.2017;46.5;52.2;0.46;29.2
25.11.2017;59.7;32.5;0.32;10.2
26.11.2017;53.2;25.2;0.27;10.3
27.11.2017;55.9;42.8;0.34;16.6
28.11.2017;55.3;36.1;0.32;16.9
29.11.2017;43.7;36.6;0.35;20.3
30.11.2017;50.3;39.9;0.33;15.0
01.12.2017;56.2;50.5;0.37;16.1
02.12.2017;36.1;33.7;0.36;30.2
03.12.2017;35.4;32.6;0.38;42.0
04.12.2017;28.7;55.6;0.47;38.7
05.12.2017;24.5;51.5;0.57;32.2
06.12.2017;16.3;46.5;0.47;39.5
07.12.2017;15.4;46.6;0.45;32.5
08.12.2017;60.2;37.6;0.31;12.0
09.12.2017;59.4;36.3;0.31;11.4
10.12.2017;56.2;46.6;0.39;14.1
11.12.2017;45.7;55.3;0.49;
12.12.2017;60.5;47.6;0.38;10.8
13.12.2017;31.5;52.3;0.44;25.4
14.12.2017;70.4;38.0;0.31;5.9
15.12.2017;85.4;39.9;0.31;14.0
16.12.2017;38.7;37.1;0.34;11.8
17.12.2017;47.6;31.6;0.35;20.8
18.12.2017;43.7;58.3;0.45;16.9
19.12.2017;12.0;58.7;0.55;24.3
20.12.2017;9.4;47.9;0.55;25.8
21.12.2017;20.4;45.4;0.49;38.5
22.12.2017;10.7;50.8;0.58;29.1
23.12.2017;25.4;33.5;0.43;15.9
24.12.2017;30.3;22.9;0.30;14.1
25.12.2017;24.2;25.5;0.34;19.5
26.12.2017;53.7;34.1;0.38;14.3
27.12.2017;57.4;35.1;0.38;
28.12.2017;57.6;26.2;0.28;
29.12.2017;62.5;38.7;0.33;
30.12.2017;63.4;45.0;0.38;
31.12.2017;61.5;31.6;0.31;
01.01.2018;77.7;14.8;0.22;5.6
02.01.2018;74.3;17.5;0.24;8.6
03.01.2018;77.0;18.8;0.23;6.9
04.01.2018;79.8;24.5;0.24;3.7
05.01.2018;59.7;36.6;0.31;8.5
06.01.2018;51.5;26.0;0.32;12.5
07.01.2018;19.4;26.5;0.38;20.8
08.01.2018;9.1;30.3;0.41;
09.01.2018;11.4;36.2;0.52;
10.01.2018;15.4;44.4;0.54;31.3
11.01.2018;23.5;46.8;0.53;30.9
12.01.2018;27.7;40.9;0.44;30.5
13.01.2018;28.2;32.8;0.40;33.4
14.01.2018;20.5;30.5;0.42;36.5
15.01.2018;65.0;34.3;0.41;27.2
16.01.2018;72.7;19.8;0.23;4.6
17.01.2018;80.3;28.0;0.25;7.3
18.01.2018;72.2;24.1;0.24;5.9
19.01.2018;71.5;29.6;0.26;7.7
20.01.2018;65.6;24.5;0.25;7.2
21.01.2018;66.7;21.0;0.27;4.4
22.01.2018;55.0;33.1;0.28;5.4
23.01.2018;60.6;48.2;0.40;14.3
24.01.2018;33.9;42.3;0.46;21.2
25.01.2018;17.2;47.9;0.50;20.7
26.01.2018;33.4;43.5;0.43;21.9
27.01.2018;40.6;29.6;0.35;18.1
28.01.2018;33.9;31.5;0.41;21.8
29.01.2018;30.7;35.4;0.46;23.7
30.01.2018;34.1;46.2;0.49;23.9
31.01.2018;51.2;36.8;0.35;23.0
01.02.2018;69.5;38.8;0.32;11.7
02.02.2018;56.2;41.1;0.35;20.7
03.02.2018;50.0;34.9;0.35;16.7
04.02.2018;47.0;40.1;0.39;21.4
05.02.2018;36.3;35.7;0.37;31.6
06.02.2018;19.2;39.9;0.43;46.8
07.02.2018;16.4;37.9;0.47;33.1
08.02.2018;19.5;39.7;0.48;43.1
09.02.2018;24.0;50.6;0.57;54.5
10.02.2018;52.2;35.2;0.42;33.2
11.02.2018;50.9;31.7;0.34;16.5
12.02.2018;71.3;39.7;0.34;12.2
13.02.2018;45.7;52.0;0.41;38.7
14.02.2018;46.1;53.3;0.44;36.8
15.02.2018;31.0;60.1;0.47;24.8
16.02.2018;39.1;46.1;0.43;16.8
17.02.2018;45.4;34.5;0.37;18.4
18.02.2018;44.0;25.8;0.36;17.1
19.02.2018;43.9;38.9;0.40;34.5
20.02.2018;48.8;33.3;0.38;33.9
21.02.2018;60.4;42.2;0.43;32.5
22.02.2018;59.1;39.9;0.47;44.8
23.02.2018;47.2;41.9;0.52;41.3
24.02.2018;60.7;36.0;0.48;40.1
25.02.2018;71.0;24.9;0.37;22.8
26.02.2018;69.9;34.0;0.39;24.1
27.02.2018;60.5;41.8;0.45;34.6
28.02.2018;47.2;45.7;0.50;51.5
01.03.2018;49.8;54.1;0.55;52.1
02.03.2018;30.1;66.1;0.71;66.7
03.03.2018;41.5;71.3;0.68;34.5
04.03.2018;37.7;49.4;0.54;29.7
05.03.2018;58.9;55.3;0.51;25.0
06.03.2018;62.1;51.6;0.49;24.3
07.03.2018;65.9;44.3;0.41;13.4
08.03.2018;68.7;47.8;0.40;16.3
09.03.2018;60.3;55.7;0.44;24.3
10.03.2018;38.6;52.1;0.52;21.0
11.03.2018;18.7;43.6;0.50;19.7
12.03.2018;71.4;41.9;0.41;10.9
13.03.2018;78.3;28.0;0.29;8.9
14.03.2018;66.8;45.1;0.40;15.8
15.03.2018;64.1;40.7;0.38;22.9
16.03.2018;81.8;44.4;0.39;20.1
17.03.2018;50.0;42.2;0.41;19.8
18.03.2018;41.7;22.0;0.41;26.2
19.03.2018;48.1;31.5;0.43;39.3
20.03.2018;64.9;41.4;0.45;34.9
21.03.2018;61.1;71.5;0.38;18.8
22.03.2018;69.1;39.9;0.37;23.3
23.03.2018;74.4;46.7;0.40;25.6
24.03.2018;92.3;53.9;0.45;30.2
25.03.2018;93.2;27.9;0.34;23.4
26.03.2018;89.1;52.0;0.42;41.9
27.03.2018;76.0;36.5;0.36;28.1
28.03.2018;74.6;32.9;0.31;9.4
29.03.2018;83.2;50.0;0.38;11.1
30.03.2018;69.8;27.8;0.33;11.8
31.03.2018;75.4;34.6;0.33;7.7
01.04.2018;82.3;24.4;0.31;9.4
02.04.2018;71.3;33.0;0.35;13.8
03.04.2018;63.5;52.0;0.46;28.7
04.04.2018;86.1;37.1;0.34;17.8
05.04.2018;80.5;40.1;0.34;10.8
06.04.2018;58.8;45.3;0.41;25.1
07.04.2018;91.5;41.1;0.44;31.3
08.04.2018;94.0;30.7;0.36;32.0
09.04.2018;94.3;36.7;0.33;29.9
10.04.2018;92.2;39.5;0.33;19.6
11.04.2018;76.0;47.5;0.41;21.1
12.04.2018;96.7;43.3;0.38;19.9
13.04.2018;104.6;31.6;0.30;14.0
14.04.2018;105.8;34.7;0.36;17.7
15.04.2018;104.8;25.0;0.32;18.7
16.04.2018;70.7;37.4;0.34;14.3
17.04.2018;83.0;43.9;0.41;17.7
18.04.2018;93.8;48.5;0.41;20.0
19.04.2018;111.0;50.2;0.42;23.2
20.04.2018;117.2;52.7;0.42;26.8
21.04.2018;131.7;38.5;0.38;23.6
22.04.2018;127.4;34.8;0.35;24.2
23.04.2018;105.5;29.8;0.29;24.8
24.04.2018;99.2;27.2;0.30;19.4
25.04.2018;96.7;26.8;0.27;28.3
26.04.2018;88.4;25.2;0.26;15.6
27.04.2018;97.7;40.7;0.35;22.9
28.04.2018;96.5;36.6;0.35;22.2
29.04.2018;110.5;22.9;0.30;30.3
30.04.2018;108.8;19.1;0.24;11.8
01.05.2018;83.0;31.0;0.30;9.9
02.05.2018;53.2;32.2;0.33;18.7
03.05.2018;40.2;45.5;0.42;25.5
04.05.2018;55.2;53.1;0.48;31.7
05.05.2018;90.3;37.0;0.39;26.2
06.05.2018;87.6;28.3;0.35;30.6
07.05.2018;111.4;38.4;0.33;23.8
08.05.2018;118.4;35.4;0.30;19.3
09.05.2018;112.7;34.2;0.30;20.7
10.05.2018;77.6;23.3;0.27;15.5
11.05.2018;89.5;27.8;0.31;17.7
12.05.2018;103.9;27.9;0.33;16.1
13.05.2018;73.7;17.8;0.24;8.3
14.05.2018;57.0;24.2;0.27;10.4
15.05.2018;74.0;41.5;0.36;13.0
16.05.2018;74.9;34.7;0.33;16.2
17.05.2018;85.3;35.5;0.35;19.9
18.05.2018;98.6;36.5;0.37;26.3
19.05.2018;110.2;33.8;0.32;21.0
20.05.2018;97.0;22.8;0.29;13.6
21.05.2018;114.7;18.7;0.26;10.6
22.05.2018;114.2;33.9;0.30;14.5
23.05.2018;109.1;35.3;0.32;14.8
24.05.2018;111.6;39.0;0.35;15.7
25.05.2018;105.8;42.6;0.36;20.2
26.05.2018;114.0;27.7;0.30;18.3
27.05.2018;86.7;28.1;0.28;17.7
28.05.2018;89.0;29.9;0.27;21.3
29.05.2018;85.6;34.9;0.28;14.6
30.05.2018;91.9;32.0;0.28;20.0
31.05.2018;83.9;32.4;0.29;18.8
01.06.2018;98.7;31.6;0.29;16.0
02.06.2018;94.9;27.1;0.30;14.9
03.06.2018;100.5;24.8;0.30;15.8
04.06.2018;92.0;37.5;0.30;19.1
05.06.2018;96.6;34.7;0.30;19.1
06.06.2018;95.6;33.2;0.27;15.3
07.06.2018;82.5;29.0;0.27;14.2
08.06.2018;84.1;37.2;0.31;17.0
09.06.2018;106.9;25.8;0.28;12.8
10.06.2018;92.9;19.0;0.27;15.5
11.06.2018;79.8;29.6;0.30;19.2
12.06.2018;76.4;34.5;0.27;10.8
13.06.2018;71.3;36.2;0.29;11.9
14.06.2018;88.5;29.4;0.27;16.3
15.06.2018;102.8;41.1;0.32;20.6
16.06.2018;118.1;37.7;0.32;19.5
17.06.2018;82.3;18.8;0.24;15.4
18.06.2018;83.7;26.6;0.24;16.1
19.06.2018;100.8;32.1;0.30;22.2
20.06.2018;116.5;42.3;0.34;24.6
21.06.2018;109.9;29.2;0.26;21.8
22.06.2018;87.0;26.5;0.27;19.7
23.06.2018;102.0;24.6;0.25;17.6
24.06.2018;96.6;19.8;0.24;14.7
25.06.2018;92.6;26.7;0.26;18.9
26.06.2018;92.6;31.3;0.28;15.8
27.06.2018;100.9;30.4;0.28;16.9
28.06.2018;91.4;29.2;0.27;18.3
29.06.2018;98.6;31.2;0.31;19.0
30.06.2018;116.3;36.4;0.35;20.5
01.07.2018;131.5;27.0;0.31;22.9
02.07.2018;122.0;82.3;0.31;24.4
03.07.2018;101.5;53.8;0.31;20.2
04.07.2018;118.3;39.0;0.33;18.7
05.07.2018;90.6;34.6;0.29;14.0
06.07.2018;89.5;41.7;0.34;13.4
07.07.2018;106.5;25.9;0.31;14.8
08.07.2018;125.8;22.5;0.29;18.1
09.07.2018;123.6;34.3;0.29;22.3
10.07.2018;102.5;43.7;0.28;23.8
11.07.2018;93.6;25.7;0.24;17.6
12.07.2018;112.5;33.8;0.27;21.9
13.07.2018;119.9;37.7;0.30;22.9
14.07.2018;122.9;24.8;0.25;17.6
15.07.2018;119.8;15.0;0.21;11.0
16.07.2018;116.7;31.8;0.27;14.9
17.07.2018;128.7;34.7;0.28;19.5
18.07.2018;123.3;34.2;0.29;19.6
19.07.2018;138.7;39.3;0.32;24.2
20.07.2018;135.1;38.5;0.30;21.9
21.07.2018;90.0;21.7;0.26;11.2
22.07.2018;107.6;18.7;0.24;13.3
23.07.2018;128.4;33.6;0.31;19.5
24.07.2018;127.6;31.0;0.30;19.2
25.07.2018;145.0;36.8;0.34;24.1
26.07.2018;103.7;47.1;0.34;18.8
27.07.2018;126.4;41.3;0.31;21.7
28.07.2018;94.5;35.9;0.31;17.5
29.07.2018;107.3;21.3;0.29;13.8
30.07.2018;104.4;36.8;0.32;17.4
31.07.2018;122.1;36.4;0.33;22.7
01.08.2018;145.7;25.1;0.31;24.5
02.08.2018;134.8;35.0;0.33;22.9
03.08.2018;142.3;44.4;0.36;25.7
04.08.2018;144.4;34.5;0.34;26.5
05.08.2018;171.8;28.8;0.31;24.3
06.08.2018;142.8;34.6;0.31;23.6
07.08.2018;120.7;35.1;0.29;15.4
08.08.2018;106.8;35.3;0.30;17.1
09.08.2018;94.0;25.9;0.26;15.0
10.08.2018;84.5;31.1;0.30;10.6
11.08.2018;85.9;24.5;0.29;12.5
12.08.2018;98.7;23.1;0.28;13.0
13.08.2018;89.5;27.1;0.27;15.6
14.08.2018;55.6;31.9;0.31;14.5
15.08.2018;87.3;33.6;0.37;18.7
16.08.2018;90.2;41.5;0.38;22.0
17.08.2018;102.2;42.7;0.39;18.0
18.08.2018;115.5;28.0;0.37;16.8
19.08.2018;129.6;24.3;0.35;16.2
20.08.2018;115.3;40.8;0.38;19.7
21.08.2018;121.3;43.8;0.41;21.3
22.08.2018;123.4;40.0;0.38;17.4
23.08.2018;121.3;32.0;0.36;16.8
24.08.2018;91.1;26.1;0.31;12.9
25.08.2018;62.5;21.9;0.31;11.8
26.08.2018;76.3;20.3;0.29;8.5
27.08.2018;79.7;28.6;0.34;13.7
28.08.2018;81.0;40.6;0.41;18.1
29.08.2018;94.6;36.2;0.39;17.6
30.08.2018;57.9;34.9;0.39;14.2
31.08.2018;48.8;34.4;0.40;16.4
01.09.2018;57.0;28.9;0.37;16.2
02.09.2018;53.4;24.5;0.36;16.0
03.09.2018;50.3;34.1;0.44;16.5
04.09.2018;90.2;37.9;0.46;16.4
05.09.2018;100.4;46.1;0.50;20.4
06.09.2018;98.9;36.2;0.39;33.3
07.09.2018;96.6;33.1;0.34;15.5
08.09.2018;100.6;38.0;0.40;19.3
09.09.2018;102.9;34.1;0.38;16.4
10.09.2018;99.4;43.7;0.40;20.8
11.09.2018;107.8;51.4;0.42;21.5
12.09.2018;122.5;46.1;0.40;23.9
13.09.2018;92.4;41.9;0.38;25.3
14.09.2018;88.5;35.4;0.35;20.5
15.09.2018;82.9;25.9;0.31;15.4
16.09.2018;93.2;28.9;0.35;18.7
17.09.2018;86.8;42.4;0.42;21.4
18.09.2018;95.1;52.5;0.45;25.1
19.09.2018;90.0;48.8;0.43;22.8
20.09.2018;112.2;50.4;0.44;23.3
21.09.2018;93.4;34.6;0.31;20.4
22.09.2018;89.4;28.6;0.28;13.8
23.09.2018;69.0;13.1;0.21;8.9
24.09.2018;56.9;24.9;0.29;7.5
25.09.2018;62.3;30.0;0.30;13.2
26.09.2018;66.4;43.9;0.38;21.7
27.09.2018;81.9;44.9;0.41;20.9
28.09.2018;104.2;44.5;0.38;23.2
29.09.2018;82.5;30.5;0.35;25.4
30.09.2018;95.2;21.9;0.32;19.3
01.10.2018;86.6;31.7;0.30;20.5
02.10.2018;62.3;29.3;0.28;15.6
03.10.2018;57.6;33.1;0.31;14.6
04.10.2018;44.3;31.4;0.31;27.0
05.10.2018;67.9;40.6;0.41;22.6
06.10.2018;66.8;39.2;0.39;21.3
07.10.2018;74.4;30.3;0.31;18.8
08.10.2018;59.0;41.0;0.43;29.9
09.10.2018;57.3;32.8;0.36;29.1
10.10.2018;35.6;37.4;0.42;33.9
11.10.2018;37.3;45.3;0.49;33.3
12.10.2018;72.6;50.9;0.48;20.2
